time (ps)    parameter   
0.001 1.60371
0.002 1.6027
0.003 1.6027
0.004 1.60168
0.005 1.60168
0.006 1.60168
0.007 1.60168
0.008 1.60219
0.009 1.60168
0.01 1.60118
0.011 1.60067
0.012 1.6027
0.013 1.6027
0.014 1.60118
0.015 1.60168
0.016 1.60168
0.017 1.6027
0.018 1.6027
0.019 1.6027
0.02 1.6027
